date,split,model,mean_wis,state_count,row_count
2023-11-27,train,ensemble_all_5,0.3068062509101756,25,25
2023-12-04,train,ensemble_all_5,1.106676808393654,24,24
2023-12-11,train,ensemble_all_5,0.8434371380038945,23,23
2023-12-18,train,ensemble_all_5,0.2651761581217429,22,22
2023-12-25,train,ensemble_all_5,0.6082748576778805,15,15
2024-01-01,train,ensemble_all_5,0.37863451200681275,21,21
2024-01-08,train,ensemble_all_5,0.411769118618461,23,23
2024-01-15,train,ensemble_all_5,0.33562247267253165,24,24
2024-01-22,train,ensemble_all_5,0.32924168677282595,24,24
2024-01-29,train,ensemble_all_5,0.8886117014063118,25,25
2024-02-05,train,ensemble_all_5,0.2604027372562036,25,25
2024-02-12,train,ensemble_all_5,0.2562707301556103,23,23
2024-02-19,train,ensemble_all_5,0.2323435272383142,25,25
2024-02-26,train,ensemble_all_5,0.22271001505899546,22,22
2024-03-04,train,ensemble_all_5,0.2745670569991832,25,25
2024-03-11,train,ensemble_all_5,0.3653589990006752,24,24
2024-03-18,train,ensemble_all_5,0.27896052797686977,25,25
2024-03-25,train,ensemble_all_5,0.23605400552641018,25,25
2024-04-01,train,ensemble_all_5,0.3835085914464187,24,24
2024-04-08,train,ensemble_all_5,0.30714528695600657,25,25
2024-04-15,train,ensemble_all_5,0.19379504339382425,25,25
2024-04-22,train,ensemble_all_5,0.26281197356395797,24,24
2024-04-29,train,ensemble_all_5,0.37826629647670357,25,25
2024-05-06,train,ensemble_all_5,0.20809563177593934,25,25
2024-05-13,train,ensemble_all_5,0.26409214170076467,24,24
2024-05-20,train,ensemble_all_5,0.28269026741425296,24,24
2024-05-27,train,ensemble_all_5,0.3291942226165155,24,24
2024-06-03,train,ensemble_all_5,0.2765576368267846,25,25
2024-06-10,train,ensemble_all_5,0.3049961044527612,24,24
2024-06-17,train,ensemble_all_5,0.4869211653991634,24,24
2024-06-24,train,ensemble_all_5,0.2786439994330812,25,25
2024-07-01,train,ensemble_all_5,0.45412114043211477,24,24
2024-07-08,train,ensemble_all_5,0.21422019210991586,24,24
2024-07-15,train,ensemble_all_5,0.3944608434054577,24,24
2024-07-22,train,ensemble_all_5,0.2622151248300644,24,24
2024-07-29,train,ensemble_all_5,0.26106145065465547,25,25
2024-08-05,train,ensemble_all_5,0.2011169057108729,25,25
2024-08-12,train,ensemble_all_5,0.22735082487389147,24,24
2024-08-19,train,ensemble_all_5,0.3948253741207079,25,25
2024-08-26,train,ensemble_all_5,0.23548020768235198,24,24
2024-09-02,train,ensemble_all_5,0.32011996886950883,24,24
2024-09-09,train,ensemble_all_5,0.25433550644096214,23,23
2024-09-16,train,ensemble_all_5,0.3046303517870502,25,25
2024-09-23,train,ensemble_all_5,0.27628936486356787,25,25
2024-09-30,train,ensemble_all_5,0.31862713769156614,24,24
2024-10-07,train,ensemble_all_5,0.369976357149786,25,25
2024-10-14,train,ensemble_all_5,0.2726577559861328,25,25
2024-10-21,train,ensemble_all_5,0.298502830756277,24,24
2024-10-28,train,ensemble_all_5,0.24311330568453396,25,25
2024-11-04,train,ensemble_all_5,0.28643913835604823,25,25
2024-11-11,train,ensemble_all_5,0.22804819626526143,24,24
2024-11-18,train,ensemble_all_5,0.894762303373164,24,24
2024-11-25,train,ensemble_all_5,0.4469491830891649,25,25
2024-12-02,train,ensemble_all_5,0.25827190872952316,24,24
2024-12-09,train,ensemble_all_5,0.21482705678150338,24,24
2024-12-16,train,ensemble_all_5,0.3794220942633113,24,24
2024-12-23,train,ensemble_all_5,0.562302251958495,25,25
2025-01-06,train,ensemble_all_5,0.5044242936621527,22,22
2025-01-13,train,ensemble_all_5,0.3589581801169588,24,24
2025-01-20,train,ensemble_all_5,0.25826563952629045,21,21
2025-01-27,train,ensemble_all_5,0.323813335094523,25,25
2025-02-03,train,ensemble_all_5,0.24770924400880212,24,24
