date,state,split,model,mean_wis,row_count
2025-07-28,Alabama,train,ensemble_tree,0.33415951908532043,1
2025-08-04,Alabama,train,ensemble_tree,0.13128849354394911,1
2025-08-11,Alabama,train,ensemble_tree,0.3063906131209487,1
2025-08-18,Alabama,train,ensemble_tree,0.14150257788061837,1
2025-08-25,Alabama,train,ensemble_tree,0.6318508923101467,1
2025-09-01,Alabama,train,ensemble_tree,0.5880463318032904,1
2025-09-08,Alabama,train,ensemble_tree,0.485509800585256,1
2025-09-15,Alabama,train,ensemble_tree,1.0092770400098807,1
2025-09-22,Alabama,train,ensemble_tree,0.9150109995930874,1
2025-09-29,Alabama,train,ensemble_tree,0.33236393866213004,1
2025-10-06,Alabama,train,ensemble_tree,0.24309482509722388,1
2025-10-13,Alabama,train,ensemble_tree,0.24530613214327998,1
2025-10-20,Alabama,train,ensemble_tree,0.20901354734203803,1
2025-10-27,Alabama,train,ensemble_tree,0.46572289288211516,1
2025-11-03,Alabama,train,ensemble_tree,0.12807005598862695,1
2025-11-10,Alabama,train,ensemble_tree,0.13232015174916154,1
2025-11-17,Alabama,train,ensemble_tree,0.15019646896068095,1
2025-11-24,Alabama,train,ensemble_tree,0.3067718019997467,1
2025-12-01,Alabama,train,ensemble_tree,0.7586198030488419,1
2025-12-08,Alabama,train,ensemble_tree,0.4014448752476371,1
2025-12-15,Alabama,train,ensemble_tree,0.2572582884368188,1
2025-12-22,Alabama,train,ensemble_tree,0.19018330870110942,1
2025-12-29,Alabama,train,ensemble_tree,0.7637358459703686,1
2026-01-05,Alabama,train,ensemble_tree,1.1995560358004693,1
2026-01-12,Alabama,train,ensemble_tree,0.18249358619278663,1
2026-01-19,Alabama,train,ensemble_tree,0.15612423003214546,1
2026-01-26,Alabama,train,ensemble_tree,0.19715905987353755,1
2026-02-02,Alabama,train,ensemble_tree,0.29121278085457253,1
2026-02-09,Alabama,train,ensemble_tree,0.36340929491503654,1
2026-02-16,Alabama,train,ensemble_tree,0.2540132082925641,1
2026-02-23,Alabama,train,ensemble_tree,0.12430267358170062,1
2026-03-02,Alabama,train,ensemble_tree,0.2315770451384477,1
2026-03-09,Alabama,train,ensemble_tree,0.09480041826437026,1
2026-03-16,Alabama,train,ensemble_tree,0.2054032115310609,1
2026-03-23,Alabama,train,ensemble_tree,0.11817519183474645,1
2026-03-30,Alabama,train,ensemble_tree,0.1497108230903396,1
2026-04-06,Alabama,train,ensemble_tree,0.10950825811729452,1
2026-04-13,Alabama,train,ensemble_tree,0.297018425104473,1
2026-04-20,Alabama,train,ensemble_tree,0.289605652569563,1
2026-04-27,Alabama,train,ensemble_tree,0.30344135885734885,1
2026-05-04,Alabama,train,ensemble_tree,0.24504628103052592,1
2023-10-23,Alaska,train,ensemble_dl,0.48434188922671856,1
2023-10-30,Alaska,train,ensemble_dl,0.8585657533512768,1
2023-11-06,Alaska,train,ensemble_dl,0.15164581310856698,1
2023-11-13,Alaska,train,ensemble_dl,0.4847355904626418,1
2023-11-20,Alaska,train,ensemble_dl,0.5691498447373277,1
2023-11-27,Alaska,train,ensemble_dl,0.7841566906520497,1
2023-12-04,Alaska,train,ensemble_dl,1.1479550027393575,1
2023-12-11,Alaska,train,ensemble_dl,1.1143427528261112,1
2023-12-18,Alaska,train,ensemble_dl,0.609917082132685,1
2023-12-25,Alaska,train,ensemble_dl,1.3567692245852243,1
2024-01-01,Alaska,train,ensemble_dl,0.3940010676748144,1
2024-01-08,Alaska,train,ensemble_dl,1.2567849260176243,1
2024-01-15,Alaska,train,ensemble_dl,0.7616272409190143,1
2024-01-22,Alaska,train,ensemble_dl,1.6895456389513452,1
2024-01-29,Alaska,train,ensemble_dl,0.30560603921014357,1
2024-02-05,Alaska,train,ensemble_dl,1.2387117228581195,1
2024-02-12,Alaska,train,ensemble_dl,0.9360346072474219,1
2024-02-19,Alaska,train,ensemble_dl,0.24417960593310353,1
2024-02-26,Alaska,train,ensemble_dl,0.6815654914649488,1
2024-03-04,Alaska,train,ensemble_dl,1.4677859761384315,1
2024-03-11,Alaska,train,ensemble_dl,4.337358590378464,1
2024-03-18,Alaska,train,ensemble_dl,0.4808629140963803,1
2024-03-25,Alaska,train,ensemble_dl,0.5114031827243276,1
2024-04-01,Alaska,train,ensemble_dl,0.3679427546945743,1
2024-04-08,Alaska,train,ensemble_dl,1.746739410764435,1
